MAE,MAE_normalized,encoding_dropout,encoding_input_dropout,encoding_layers,gru_dropout,initial_lr,prediction_layers,recurrent_cells,reduce_lr_patience,relu_last_encoding_layer,train_last_part_loss_frac,train_all_previous,target_quantile
2.098872304287375,2.098872304287375,0.2,0.3,[32],0.0,0.0003,[32],[32],3,True,0.1,True,True
2.057466996619256,2.057466996619256,0.1,0.3,[32],0.0,0.0001,[8],[32],3,True,0.4,False,True
2.0986040239630417,2.0986040239630417,0.3,0.3,"[32, 32]",0.0,0.0003,[32],"[16, 16, 16]",1,True,0.2,True,True
2.105849090586388,2.105849090586388,0.2,0.3,"[32, 32]",0.25,5e-05,[32],"[64, 32]",3,True,0.2,False,True
2.082934094755279,2.082934094755279,0.1,0.15,[32],0.0,5e-05,[8],[32],3,True,0.2,True,True
2.6269815249377246,2.6269815249377246,0.0,0.0,[32],0.5,0.0001,[32],"[8, 8]",3,True,0.4,False,True
2.24174049315292,2.24174049315292,0.3,0.3,[32],0.5,0.0003,[8],[8],1,True,0.1,True,True
2.076115787377024,2.076115787377024,0.3,0.3,"[32, 32]",0.25,0.0003,[],"[8, 8]",1,True,0.4,False,True
2.1493459432058097,2.1493459432058097,0.1,0.0,[32],0.5,5e-05,[],[8],3,True,0.1,False,True
2.1116222473352835,2.1116222473352835,0.0,0.0,"[32, 32]",0.25,0.0001,[],"[32, 16]",3,True,0.1,False,True
2.0865347031035806,2.0865347031035806,0.2,0.15,"[32, 32]",0.25,0.0001,[],[8],3,True,0.1,False,True
2.127915753784591,2.127915753784591,0.2,0.3,[32],0.0,5e-05,[32],"[8, 8]",1,True,0.2,True,True
2.074695431294146,2.074695431294146,0.3,0.3,"[32, 32]",0.0,0.0001,"[8, 8]","[16, 16, 16]",3,True,0.4,False,True
2.0794306173079664,2.0794306173079664,0.1,0.15,[32],0.0,5e-05,[32],[32],1,True,0.4,True,True
2.0844939146383896,2.0844939146383896,0.2,0.3,"[32, 32]",0.5,0.0003,[],[32],1,True,0.1,True,True
2.111179076550015,2.111179076550015,0.2,0.15,"[32, 32]",0.25,0.0003,[32],[8],3,True,0.2,False,True
2.1670047673751904,2.1670047673751904,0.0,0.0,"[32, 32]",0.25,0.0003,[32],[32],1,True,0.4,True,True
2.188395804885391,2.188395804885391,0.0,0.0,"[32, 32]",0.25,5e-05,[32],"[16, 16, 16]",1,True,0.1,False,True
2.1223777451298385,2.1223777451298385,0.2,0.15,"[32, 32]",0.5,5e-05,"[8, 8]","[32, 16]",1,True,0.1,True,True
2.101792941224939,2.101792941224939,0.0,0.15,[32],0.25,5e-05,[],[8],1,True,0.4,False,True
2.0916400786166984,2.0916400786166984,0.1,0.15,"[32, 32]",0.0,5e-05,"[8, 8]","[64, 32]",1,True,0.1,False,True
2.0790080520009657,2.0790080520009657,0.0,0.15,"[32, 32]",0.0,0.0003,[],[32],1,True,0.4,False,True
2.062012497174758,2.062012497174758,0.2,0.15,[32],0.5,0.0001,"[8, 8]",[32],1,True,0.1,False,True
2.0899347729462123,2.0899347729462123,0.3,0.15,"[32, 32]",0.25,0.0003,"[8, 8]",[32],1,True,0.1,True,True
2.0875275552588817,2.0875275552588817,0.1,0.0,[32],0.0,0.0003,"[8, 8]","[64, 32]",3,True,0.1,True,True
2.078317508232974,2.078317508232974,0.3,0.0,[32],0.25,0.0001,[],[32],3,True,0.4,True,True
2.075599903624428,2.075599903624428,0.1,0.0,"[32, 32]",0.5,0.0001,[8],[32],1,True,0.4,False,True
2.147187992415829,2.147187992415829,0.2,0.3,"[32, 32]",0.0,5e-05,[8],[8],3,True,0.4,False,True
2.101624635937905,2.101624635937905,0.2,0.0,"[32, 32]",0.0,5e-05,[8],[32],3,True,0.1,True,True
2.04729883070536,2.04729883070536,0.2,0.0,[32],0.25,0.0001,[],"[16, 16, 16]",3,True,0.4,False,True
2.2290482616495537,2.2290482616495537,0.2,0.15,"[32, 32]",0.5,0.0001,"[8, 8]",[8],3,True,0.1,False,True
2.114896784148364,2.114896784148364,0.3,0.15,"[32, 32]",0.0,0.0001,[8],[8],3,True,0.2,True,True
2.1008411380957224,2.1008411380957224,0.3,0.0,"[32, 32]",0.5,0.0001,[8],"[64, 32]",1,True,0.1,True,True
2.340552454721556,2.340552454721556,0.2,0.3,"[32, 32]",0.5,0.0003,"[8, 8]","[8, 8]",3,True,0.2,True,True
2.0667866749288124,2.0667866749288124,0.0,0.3,[32],0.0,0.0003,[32],[32],3,True,0.1,False,True
2.091991401685388,2.091991401685388,0.0,0.0,[32],0.25,0.0003,[8],[8],1,True,0.2,False,True
2.2141731897553365,2.2141731897553365,0.0,0.0,[32],0.25,0.0003,[32],[8],1,True,0.4,False,True
2.0548106239651545,2.0548106239651545,0.3,0.3,"[32, 32]",0.25,0.0003,[],[32],3,True,0.1,False,True
2.1295681675622964,2.1295681675622964,0.1,0.3,[32],0.0,5e-05,[],[8],1,True,0.1,False,True
3.043212411189641,3.043212411189641,0.2,0.15,"[32, 32]",0.25,0.0001,[],"[16, 16, 16]",1,True,0.2,True,True
