MAE,MAE_normalized,feature_fraction,lambda_l1,lambda_l2,learning_rate,max_depth,min_data_in_leaf,min_gain_to_split,n_estimators,num_leaves,subsample,train_all_previous,target_quantile,remove_overlap_chunks
2.086130129570943,2.086130129570943,0.4,0.6,0.9,0.01,8,40,0.01,1000,14,0.6,True,True,False
2.0899239266029594,2.0899239266029594,0.4,0.0,0.2,0.005,16,100,0.001,2000,14,0.9,False,True,False
2.0916251376843866,2.0916251376843866,0.4,0.0,0.0,0.005,8,20,0.001,1000,18,0.7,True,True,False
2.0917047585867254,2.0917047585867254,0.4,0.6,0.0,0.02,12,80,0.1,1000,10,0.9,False,True,False
2.0859125411380313,2.0859125411380313,0.4,0.6,0.0,0.01,8,100,0.0,1000,14,0.9,True,True,False
2.070348581551861,2.070348581551861,0.1,0.0,0.4,0.02,8,40,0.001,1000,16,0.6,True,True,False
2.069551449103129,2.069551449103129,0.1,0.4,0.4,0.01,16,40,0.001,2000,16,0.8,True,True,False
2.097348692665929,2.097348692665929,0.6,0.6,0.9,0.01,8,40,0.1,1000,14,0.6,False,True,False
2.0799730863194323,2.0799730863194323,0.2,0.4,0.9,0.01,8,60,0.1,2000,14,0.8,True,True,False
2.075836194503053,2.075836194503053,0.1,0.0,0.6,0.005,8,60,0.01,1000,14,0.9,True,True,False
2.0967090529510437,2.0967090529510437,0.2,0.0,0.6,0.005,16,20,0.001,1000,10,0.6,False,True,False
2.087271818980338,2.087271818980338,0.2,0.2,0.2,0.005,12,40,0.1,2000,18,0.8,False,True,False
2.1085658138663024,2.1085658138663024,0.6,0.4,0.0,0.005,16,20,0.0,1000,16,0.8,False,True,False
2.097375066990387,2.097375066990387,0.6,0.9,0.1,0.005,-1,60,0.1,1000,14,0.6,False,True,False
2.105786631057789,2.105786631057789,0.6,0.9,0.4,0.02,12,10,0.0,2000,16,0.8,False,True,False
2.0731005130800435,2.0731005130800435,0.1,0.0,0.4,0.02,-1,20,0.1,1000,14,0.7,True,True,False
2.0849596666014913,2.0849596666014913,0.1,0.0,0.9,0.005,8,10,0.0,1000,16,0.8,False,True,False
2.0745570208306137,2.0745570208306137,0.1,0.1,0.4,0.02,-1,100,0.1,2000,12,0.6,False,True,False
2.076160688259587,2.076160688259587,0.1,0.2,0.9,0.01,12,5,0.01,1000,18,0.6,False,True,False
2.0882160021777993,2.0882160021777993,0.4,0.4,0.2,0.01,8,10,0.01,2000,14,0.9,True,True,False
2.094325812627189,2.094325812627189,0.6,0.0,0.2,0.01,-1,80,0.1,1000,14,0.9,False,True,False
2.0815917169934233,2.0815917169934233,0.1,0.9,0.1,0.005,12,10,0.01,2000,16,0.9,False,True,False
2.106753511914799,2.106753511914799,0.4,0.4,0.4,0.005,-1,10,0.0,1000,12,0.6,False,True,False
2.087879748158237,2.087879748158237,0.4,0.4,0.1,0.01,-1,100,0.01,1000,10,0.8,True,True,False
2.086556121687761,2.086556121687761,0.2,0.0,0.4,0.02,16,20,0.0,1000,16,0.8,False,True,False
2.0877887876335337,2.0877887876335337,0.4,0.9,0.9,0.01,16,80,0.001,2000,14,0.6,False,True,False
2.080299623788137,2.080299623788137,0.2,0.6,0.4,0.005,16,60,0.1,1000,18,0.7,True,True,False
2.093059344873961,2.093059344873961,0.6,0.1,0.0,0.01,8,5,0.01,2000,18,0.8,True,True,False
2.086757109114331,2.086757109114331,0.2,0.1,0.2,0.005,-1,60,0.1,1000,18,0.8,False,True,False
2.077679239670572,2.077679239670572,0.2,0.4,0.6,0.02,8,60,0.001,1000,18,0.6,True,True,False
2.0756123823800054,2.0756123823800054,0.1,0.1,0.9,0.02,8,5,0.001,2000,16,0.6,False,True,False
2.0697486747799747,2.0697486747799747,0.1,0.4,0.0,0.01,16,60,0.01,2000,16,0.7,True,True,False
2.075126327479514,2.075126327479514,0.1,0.4,0.2,0.02,-1,5,0.0,1000,14,0.9,True,True,False
2.0901933187542623,2.0901933187542623,0.2,0.6,0.4,0.01,16,5,0.001,1000,18,0.7,False,True,False
2.0793896619505072,2.0793896619505072,0.2,0.4,0.2,0.02,-1,80,0.001,1000,16,0.8,True,True,False
2.0745567758448455,2.0745567758448455,0.1,0.9,0.1,0.01,12,10,0.1,1000,12,0.7,True,True,False
2.07692232749174,2.07692232749174,0.1,0.1,0.6,0.005,16,10,0.001,1000,14,0.7,True,True,False
2.098227624078473,2.098227624078473,0.6,0.0,0.4,0.005,16,40,0.001,2000,10,0.7,False,True,False
2.086289331546125,2.086289331546125,0.2,0.4,0.0,0.02,16,40,0.1,1000,14,0.7,False,True,False
2.099441927759536,2.099441927759536,0.4,0.4,0.9,0.01,8,5,0.01,2000,18,0.8,False,True,False
2.102648522202683,2.102648522202683,0.6,0.1,0.4,0.01,-1,5,0.1,2000,16,0.7,False,True,False
2.0837726488920643,2.0837726488920643,0.6,0.0,0.9,0.02,-1,100,0.1,1000,18,0.8,True,True,False
2.103585339342401,2.103585339342401,0.6,0.6,0.2,0.02,16,10,0.0,2000,14,0.9,False,True,False
2.085079102487972,2.085079102487972,0.2,0.4,0.0,0.02,-1,5,0.001,2000,10,0.6,True,True,False
2.0823752076180884,2.0823752076180884,0.2,0.9,0.1,0.01,16,100,0.0,1000,10,0.7,True,True,False
2.082027522460204,2.082027522460204,0.1,0.6,0.1,0.005,8,60,0.1,1000,10,0.6,False,True,False
2.07278777144177,2.07278777144177,0.1,0.2,0.0,0.02,-1,100,0.0,2000,16,0.8,False,True,False
2.07726073954002,2.07726073954002,0.1,0.1,0.2,0.02,16,5,0.0,1000,12,0.9,False,True,False
2.097001571141614,2.097001571141614,0.6,0.1,0.1,0.01,-1,40,0.001,1000,14,0.8,False,True,False
2.0802847866357626,2.0802847866357626,0.1,0.2,0.2,0.005,-1,40,0.001,2000,10,0.7,False,True,False
2.1003005024276167,2.1003005024276167,0.4,0.9,0.0,0.01,8,20,0.0,2000,18,0.8,False,True,False
2.080060891073875,2.080060891073875,0.2,0.0,0.6,0.005,16,40,0.1,2000,18,0.6,True,True,False
2.0963102275976073,2.0963102275976073,0.6,0.4,0.1,0.005,-1,20,0.0,1000,12,0.8,True,True,False
2.100789663929401,2.100789663929401,0.4,0.9,0.1,0.02,-1,5,0.1,2000,18,0.8,False,True,False
2.087785732617623,2.087785732617623,0.4,0.4,0.2,0.01,8,80,0.001,2000,10,0.6,True,True,False
