MAE,MAE_normalized,feature_fraction,lambda_l1,lambda_l2,learning_rate,max_depth,min_data_in_leaf,min_gain_to_split,n_estimators,num_leaves,subsample,train_all_previous,target_quantile,remove_overlap_chunks
2.077584156577188,2.077584156577188,0.1,0.2,0.6,0.02,16,20,0.01,2000,16,0.6,False,True,False
2.094814956807773,2.094814956807773,0.6,0.2,0.2,0.005,-1,5,0.01,2000,10,0.8,True,True,False
2.0948111156314573,2.0948111156314573,0.4,0.9,0.1,0.005,12,100,0.1,1000,10,0.8,False,True,False
2.075398579088399,2.075398579088399,0.1,0.4,0.2,0.01,-1,5,0.001,2000,10,0.8,True,True,False
2.0837272564101,2.0837272564101,0.4,0.4,0.4,0.02,16,40,0.1,1000,14,0.9,True,True,False
2.088656193040679,2.088656193040679,0.6,0.4,0.9,0.01,-1,40,0.1,1000,12,0.9,True,True,False
2.0864559849093975,2.0864559849093975,0.2,0.4,0.0,0.005,8,80,0.001,2000,10,0.6,False,True,False
2.0890079857564263,2.0890079857564263,0.2,0.6,0.0,0.01,12,40,0.01,1000,12,0.6,False,True,False
2.0892655580230386,2.0892655580230386,0.6,0.4,0.1,0.005,12,80,0.001,1000,10,0.9,True,True,False
2.0858335949725713,2.0858335949725713,0.6,0.1,0.6,0.01,16,100,0.001,1000,14,0.8,True,True,False
2.06738282391542,2.06738282391542,0.1,0.2,0.1,0.02,8,40,0.1,2000,18,0.7,True,True,False
2.1102005296563666,2.1102005296563666,0.6,0.9,0.9,0.02,-1,10,0.001,1000,16,0.6,False,True,False
2.1080817909864416,2.1080817909864416,0.6,0.6,0.6,0.005,16,20,0.1,1000,14,0.9,False,True,False
2.0848238680362607,2.0848238680362607,0.2,0.4,0.6,0.005,8,10,0.0,1000,16,0.6,True,True,False
2.0835881473997357,2.0835881473997357,0.1,0.2,0.1,0.005,16,20,0.0,1000,14,0.7,False,True,False
2.0950448093187903,2.0950448093187903,0.6,0.6,0.6,0.005,8,60,0.01,2000,14,0.9,False,True,False
2.0733044667267975,2.0733044667267975,0.1,0.6,0.0,0.02,-1,100,0.1,2000,18,0.7,False,True,False
2.0767666767668995,2.0767666767668995,0.1,0.4,0.9,0.02,8,10,0.01,1000,18,0.7,False,True,False
2.095985310041719,2.095985310041719,0.2,0.9,0.2,0.005,12,20,0.1,1000,12,0.7,False,True,False
2.084830852630614,2.084830852630614,0.4,0.0,0.0,0.005,-1,100,0.1,2000,16,0.6,True,True,False
2.0717209285971094,2.0717209285971094,0.1,0.0,0.2,0.005,12,20,0.0,2000,18,0.8,True,True,False
2.082141285137178,2.082141285137178,0.1,0.0,0.1,0.005,12,5,0.0,2000,10,0.9,False,True,False
2.077583510759531,2.077583510759531,0.2,0.0,0.6,0.02,16,80,0.001,2000,16,0.8,True,True,False
2.079330380298484,2.079330380298484,0.1,0.4,0.0,0.005,8,60,0.0,1000,14,0.9,False,True,False
2.0866281032271137,2.0866281032271137,0.6,0.4,0.4,0.02,8,80,0.001,2000,12,0.6,True,True,False
2.0831516764836313,2.0831516764836313,0.4,0.9,0.9,0.01,16,60,0.0,1000,16,0.8,True,True,False
2.106197216810966,2.106197216810966,0.6,0.6,0.6,0.02,16,20,0.1,1000,12,0.8,False,True,False
2.0767451668511088,2.0767451668511088,0.1,0.0,0.6,0.02,8,20,0.1,2000,18,0.9,False,True,False
2.1073288802909502,2.1073288802909502,0.6,0.6,0.0,0.005,8,10,0.01,2000,18,0.7,False,True,False
2.0921316939554853,2.0921316939554853,0.6,0.4,0.6,0.01,12,80,0.001,1000,10,0.8,False,True,False
2.083587477472164,2.083587477472164,0.2,0.1,0.9,0.005,-1,100,0.1,2000,10,0.9,True,True,False
2.089696243702838,2.089696243702838,0.2,0.4,0.6,0.01,16,40,0.001,1000,16,0.7,False,True,False
2.0827690305844495,2.0827690305844495,0.2,0.9,0.1,0.02,8,10,0.0,2000,16,0.7,True,True,False
2.0808890442893375,2.0808890442893375,0.2,0.9,0.4,0.01,12,100,0.001,2000,10,0.8,True,True,False
2.0833531595377517,2.0833531595377517,0.2,0.9,0.9,0.01,16,5,0.001,2000,16,0.7,True,True,False
2.0680753244455468,2.0680753244455468,0.1,0.2,0.6,0.02,12,40,0.1,2000,16,0.6,True,True,False
2.0887352611526855,2.0887352611526855,0.4,0.0,0.0,0.005,12,80,0.01,2000,18,0.6,False,True,False
2.080926619856184,2.080926619856184,0.2,0.4,0.9,0.02,8,100,0.001,2000,18,0.9,False,True,False
2.0922617750839967,2.0922617750839967,0.4,0.2,0.9,0.005,-1,10,0.01,1000,10,0.7,True,True,False
2.082065606415095,2.082065606415095,0.4,0.1,0.9,0.02,12,100,0.001,1000,14,0.7,True,True,False
2.090542429475274,2.090542429475274,0.6,0.1,0.6,0.01,12,80,0.01,2000,14,0.8,False,True,False
2.074075379419968,2.074075379419968,0.1,0.2,0.1,0.02,16,60,0.01,2000,18,0.8,False,True,False
2.0732118810135693,2.0732118810135693,0.1,0.6,0.2,0.005,-1,20,0.1,2000,12,0.7,True,True,False
2.0764398996037485,2.0764398996037485,0.1,0.6,0.4,0.02,16,100,0.01,1000,12,0.8,False,True,False
2.087414113991874,2.087414113991874,0.4,0.1,0.4,0.005,8,80,0.1,1000,14,0.8,True,True,False
2.083999826291261,2.083999826291261,0.2,0.4,0.2,0.01,-1,10,0.1,2000,16,0.8,False,True,False
2.095276212927901,2.095276212927901,0.6,0.9,0.6,0.01,8,10,0.01,2000,16,0.8,True,True,False
2.0888078690017573,2.0888078690017573,0.6,0.9,0.2,0.02,-1,40,0.001,2000,10,0.9,True,True,False
2.0959875942029154,2.0959875942029154,0.6,0.6,0.4,0.005,16,10,0.0,2000,14,0.6,True,True,False
2.0823907078161783,2.0823907078161783,0.2,0.9,0.9,0.01,12,5,0.01,2000,16,0.8,True,True,False
2.1009399825591912,2.1009399825591912,0.6,0.0,0.6,0.01,12,10,0.0,2000,12,0.6,False,True,False
2.083539085005,2.083539085005,0.1,0.1,0.1,0.005,8,40,0.001,1000,12,0.9,False,True,False
2.074370837843706,2.074370837843706,0.1,0.9,0.9,0.02,12,80,0.001,1000,10,0.7,True,True,False
2.0893104132943745,2.0893104132943745,0.2,0.6,0.9,0.005,12,100,0.01,1000,10,0.6,False,True,False
2.093284550754404,2.093284550754404,0.6,0.0,0.1,0.005,-1,5,0.01,2000,14,0.8,True,True,False
2.07568704257541,2.07568704257541,0.1,0.9,0.6,0.02,-1,5,0.1,2000,16,0.8,False,True,False
2.0903438920206785,2.0903438920206785,0.4,0.2,0.0,0.01,8,100,0.0,1000,16,0.8,False,True,False
2.092147348415756,2.092147348415756,0.6,0.4,0.9,0.02,12,100,0.001,1000,14,0.8,False,True,False
2.0894498992333683,2.0894498992333683,0.4,0.1,0.9,0.005,16,10,0.01,2000,14,0.6,True,True,False
2.089444295446677,2.089444295446677,0.4,0.0,0.9,0.01,12,10,0.1,1000,14,0.7,True,True,False
2.097984467566705,2.097984467566705,0.4,0.0,0.9,0.02,12,20,0.0,2000,14,0.9,False,True,False
2.0845208412258596,2.0845208412258596,0.4,0.2,0.2,0.005,8,60,0.0,2000,16,0.6,True,True,False
2.084382925029673,2.084382925029673,0.2,0.4,0.2,0.005,12,20,0.001,1000,18,0.6,True,True,False
2.073734257984913,2.073734257984913,0.1,0.9,0.0,0.005,8,5,0.0,2000,18,0.9,True,True,False
2.084791412613691,2.084791412613691,0.6,0.9,0.1,0.01,16,100,0.001,2000,14,0.8,True,True,False
2.089897093774813,2.089897093774813,0.4,0.1,0.9,0.01,8,80,0.1,1000,16,0.7,False,True,False
2.088809429151486,2.088809429151486,0.4,0.6,0.1,0.02,16,80,0.0,1000,18,0.6,False,True,False
2.0841779458751555,2.0841779458751555,0.2,0.0,0.6,0.02,16,10,0.1,1000,14,0.9,True,True,False
2.0912166714871843,2.0912166714871843,0.6,0.0,0.1,0.01,12,100,0.01,2000,14,0.8,False,True,False
2.079517604579723,2.079517604579723,0.1,0.6,0.9,0.005,12,60,0.001,1000,12,0.6,False,True,False
2.0878728829110678,2.0878728829110678,0.6,0.9,0.6,0.01,12,80,0.1,1000,10,0.9,True,True,False
2.0914725434153425,2.0914725434153425,0.4,0.9,0.1,0.005,8,5,0.0,2000,10,0.9,True,True,False
2.078859148153768,2.078859148153768,0.2,0.4,0.4,0.01,8,80,0.1,1000,16,0.8,True,True,False
